Cluster,governanceScore,Stock_return,marketCap,environmentScore,Nr_companii
0,-0.2628751943203483,0.08365279293802592,-0.07456516378805796,-0.5061847515569815,231
1,0.9693238315768437,3.59959807867117,7.493364545965567,-0.6617241244967139,6
2,-0.310497612739623,-0.29945859658388135,-0.17334386431479504,1.136249841412907,141
3,2.0560081311422116,0.0271308016170059,-0.06862811609095626,-0.8190042767203517,48
