Symbol,Full Name,GICS Sector,governanceScore,Stock_return,marketCap,environmentScore
MA,Mastercard,Financials,0.7245673147026253,0.1524150854124752,1.135464696326773,-0.7137689615488646
MAA,Mid-America Apartment Communities,Real Estate,-0.20827827791231998,-0.46766331309966647,-0.28725999845452627,-0.3700766413931522
MAR,Marriott International,Consumer Discretionary,-1.3766442924250981,0.49836976724948445,-0.13839241046936154,0.543162952163455
MAS,Masco,Industrials,0.05495042891466969,0.6571162246072808,-0.2945213595616621,0.7749097737541639
MCD,McDonald's,Consumer Discretionary,-0.3976182249282248,-0.3835759510873513,0.3254938830870299,0.3487312967610804
MCHP,Microchip Technology,Information Technology,0.32279718322985207,-0.2113071549012036,-0.21877101766964285,1.8590135493310393
MCK,McKesson Corporation,Health Care,-0.18980608795954879,0.339288805075128,-0.13492616927700432,-0.8119667673076395
MCO,Moody's Corporation,Financials,0.6552966023797331,0.8106210489295068,-0.06786638709191341,-0.8198225917683415
MDLZ,Mondelez International,Consumer Staples,-0.596194266920515,-0.39800244951468156,-0.027349218040063114,0.2839207449602891
MDT,Medtronic,Health Care,0.40130399052912963,-0.31281874905874946,0.013721538963724633,-0.786435337810358
MET,MetLife,Financials,0.9554696891122652,-0.41585981067359856,-0.1753651848904559,-1.0005065543644875
META,Meta Platforms,Communication Services,1.6574129073175705,5.10147021949988,4.0074830966985555,-0.6037874190990367
MGM,MGM Resorts,Consumer Discretionary,1.749773857081427,-0.3170134118197936,-0.3151774751905652,-0.8807052313387821
MHK,Mohawk Industries,Consumer Discretionary,-1.1595960604800364,0.25563003029734044,-0.31989496424873515,-0.006744760085684879
MKC,McCormick & Company,Consumer Staples,-0.623902551849672,-0.6203391032168902,-0.2783418805166652,0.755270212602409
MLM,Martin Marietta Materials,Materials,0.9092892142303374,0.4824512880845399,-0.24663156043510898,2.1398592738011355
MMC,Marsh McLennan,Financials,1.3710939630496173,0.11153804132048717,0.013729197711181787,-1.1183439212750175
MMM,3M,Industrials,-0.0743549007547288,0.013157844933088836,-0.11575040267979395,2.2459129040206123
MNST,Monster Beverage,Consumer Staples,-0.7347356915662989,-0.6709191016271632,-0.19078437533801143,1.2344755047052307
MO,Altria,Consumer Staples,0.40592203801732235,-0.22509917469427518,-0.07466951296888934,0.06199370394545752
MOS,Mosaic Company (The),Materials,0.8769628818129876,-1.133112284236893,-0.32523402580188465,1.5879876054368203
MPC,Marathon Petroleum,Energy,-0.6700830267315999,0.5132946392423959,-0.17529057131986817,2.220381474523331
MRK,Merck & Co.,Health Care,1.0155043064587719,-0.43025327316923156,0.6118230259586331,-0.7726876450041296
MRO,Marathon Oil,Energy,0.41515813299370774,-0.3385343473836622,-0.30232191886069343,3.00203600836318
MS,Morgan Stanley,Financials,1.7682460470341979,-0.17630307962441982,0.1687509577402475,-0.91212852918159
MSCI,MSCI,Financials,0.4798107978284072,-0.08697772230740296,-0.20839779693204186,-0.8276784162290435
MSFT,Microsoft,Information Technology,-0.29140313269979023,0.7696860290043296,10.04005665452921,-0.849281933495974
MSI,Motorola Solutions,Information Technology,-0.416090414880996,0.7273938244587017,-0.11394062223256438,-0.6921654442819342
MTB,M&T Bank,Financials,3.1767505309330017,-0.21448821602205098,-0.25823229284311744,-0.6194990680204406
MTD,Mettler Toledo,Health Care,-0.9286936860703965,-0.5748138873287926,-0.25651177233403544,-0.9396239147940469
MU,Micron Technology,Information Technology,-0.5592498870149726,1.0708992551486622,-0.03539943013528589,0.2839207449602891
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,-0.28678508521159757,0.35623940288345374,-0.3235787296601075,0.6256491090008259
NDAQ,"Nasdaq, Inc.",Financials,0.3366513256944302,-0.25022327651991205,-0.21614427784159695,-1.1301276579660704
NDSN,Nordson Corporation,Industrials,-0.7393537390544921,-0.4088000352961437,-0.3046130588232531,0.47049657590196137
NEE,NextEra Energy,Utilities,-0.5084513646448521,-0.6174812335682831,0.20958992577889723,0.7061713097230214
NEM,Newmont,Materials,-0.6839371691961784,-0.41058011411564904,-0.1557078515179971,0.24856953488713
NFLX,Netflix,Communication Services,1.0663028288288925,1.900994275711824,0.6231907126826339,-1.1183439212750175
NI,NiSource,Utilities,-0.8455688312829263,-0.18321857086527368,-0.3019523184990862,1.216799899668651
NKE,"Nike, Inc.",Consumer Discretionary,-0.023556378384607862,-1.077221493026917,0.03695462572156206,-0.5507606039892982
NOC,Northrop Grumman,Industrials,-0.6146664568732862,-0.6034100647328581,-0.10657517058868268,0.39390228741011696
NOW,ServiceNow,Information Technology,-0.06050075829015029,1.6167829292325828,0.23874964608874277,-0.3524010363565727
NRG,NRG Energy,Utilities,-0.4668889372511166,2.4065250287438054,-0.29757316645326,2.163426747183242
NSC,Norfolk Southern Railway,Industrials,-0.5915762194323223,-0.48643157749538946,-0.1720229048682815,0.43907327805915336
NTAP,NetApp,Information Technology,-0.55463183952678,1.2044960882019637,-0.27317390380147183,-0.7059131370881626
NTRS,Northern Trust,Financials,1.6019963374592572,-0.5188153109570874,-0.2927679932902896,-0.7687597327737785
NUE,Nucor,Materials,0.9693238315768441,-0.2644568252434761,-0.24248437500577935,0.6904596608016175
NVDA,Nvidia,Information Technology,-0.16671585051858487,12.492085469606103,8.757967802268142,-0.6843096198212322
NVR,"NVR, Inc.",Consumer Discretionary,-0.6747010742197926,1.2272394020991284,-0.2577035366032962,0.27999283272993797
NWSA,News Corp (Class A),Communication Services,0.008769954032741455,0.4266977160791294,-0.30311608294033676,-1.132091614081246
NXPI,NXP Semiconductors,Information Technology,-0.41147236739280335,0.6138149423815603,-0.16115907687518627,0.5490548205089814
O,Realty Income,Real Estate,-0.44379869981015263,-0.5941792889855382,-0.17612174280936788,-0.26991487951920173
OKE,ONEOK,Energy,-1.5659842394410028,0.242612076613432,-0.17386482047236737,0.9909449464234688
OMC,Omnicom Group,Communication Services,0.0734226188674409,-0.16175488740683724,-0.2875476620617658,-1.1183439212750175
ON,ON Semiconductor,Information Technology,-0.8086244513773838,-0.07819914023255158,-0.2532041409064567,1.1794847334803165
ORCL,Oracle Corporation,Information Technology,-0.5084513646448521,0.6746635502394384,1.1393914493185515,-1.037821720552822
ORLY,O'Reilly Auto Parts,Consumer Discretionary,-1.358172102472327,0.06417535907314037,-0.14077441252213568,-1.10852414069914
OXY,Occidental Petroleum,Energy,0.12422114123756144,-0.6655648132449432,-0.19825343062232298,3.7699428493968
PANW,Palo Alto Networks,Information Technology,-0.5084513646448521,2.3309712146109054,0.010562581984205928,-0.9985425982493119
PARA,Paramount Global,Communication Services,0.30894304076527357,-1.2340821422775377,-0.3276389350103908,-1.1144160090446664
PAYX,Paychex,Industrials,-0.15747975554219906,-0.3110029994894259,-0.19524542466012562,-0.5055896133402616
PCAR,Paccar,Industrials,0.7384214571672042,0.2803366358761154,-0.18645852527942786,0.5058477859751203
PCG,PG&E Corporation,Utilities,-0.5915762194323223,-0.0915969700661791,-0.18336854966446312,0.7454504320265313
PEG,Public Service Enterprise Group,Utilities,-0.5731040294795512,-0.011657034446742752,-0.21582078129737145,1.3149977054274262
PEP,PepsiCo,Consumer Staples,-0.7116454541253351,-0.6117834121932064,0.42902046230536706,0.2917765694209909
PFE,Pfizer,Health Care,1.3526217730968464,-1.318332665879063,0.19158118385435066,-0.7196608298943911
PFG,Principal Financial Group,Financials,0.3966859430409365,-0.5969580823315956,-0.2891283380532753,-0.9769390809823814
PG,Procter & Gamble,Consumer Staples,0.018006049009127265,-0.3130211532423948,0.9762252824961558,0.7493783442568822
PGR,Progressive Corporation,Financials,1.5558158625773295,1.1193189773409242,0.1320161835021602,-0.8512458896111494
PH,Parker Hannifin,Industrials,-0.2128963254005127,1.331208920438711,-0.1014691020821013,0.7218829586444255
PHM,PulteGroup,Consumer Discretionary,-0.8224785938419623,2.7390972365938824,-0.2578444930867796,0.6688561435346867
PKG,Packaging Corporation of America,Materials,-1.4228247673070262,0.5608392909293238,-0.28957376922626027,1.6056632104734
PLD,Prologis,Real Estate,-0.7716800714718414,-0.30856524649158357,0.03307816780329091,-0.5978955507535101
PM,Philip Morris International,Consumer Staples,2.2115786059007068,-0.16142244158143826,0.264061569566162,-0.4643465349215762
PNC,PNC Financial Services,Financials,1.906787471679982,-0.26231436040820416,-0.11972026573457864,-0.7550120399675501
PNR,Pentair,Industrials,-0.29140313269979023,1.1624142574935639,-0.3015598603293466,0.036462274448176055
PNW,Pinnacle West,Utilities,-0.3976182249282248,-0.2402375378850754,-0.3181598565892128,1.754923875226738
PPG,PPG Industries,Materials,-0.0743549007547288,-0.5066325498806085,-0.25595670395411013,1.0204042881511013
PPL,PPL Corporation,Utilities,-0.6331386468260575,-0.3822183739611725,-0.2740315124449946,2.218417518408155
PRU,Prudential Financial,Financials,1.1771359685455198,-0.15990280760127268,-0.21537233663097125,-1.010326334940365
PSA,Public Storage,Real Estate,-0.46227088976292385,-0.09648042007013855,-0.1473874646048313,-0.20510432771841025
PSX,Phillips 66,Energy,-0.39300017744003213,0.14367598751312655,-0.17896036149103514,2.94115336879274
PTC,PTC,Information Technology,-0.6146664568732862,0.3355412549885808,-0.2836784220523954,-0.16975311764525133
PWR,Quanta Services,Industrials,1.0801569712934707,1.1526787101161196,-0.22183676690304638,1.2501871536266347
PYPL,PayPal,Financials,-0.43918065232195996,-0.5983353074674375,-0.1157651674815928,-0.5802199457169306
QCOM,Qualcomm,Information Technology,-0.531541602085816,0.5815834528121442,0.2522830476263324,-0.08726696080788038
QRVO,Qorvo,Information Technology,0.46133860787563596,-0.013931502314300865,-0.3208752937927709,1.283574407584618
RCL,Royal Caribbean Group,Consumer Discretionary,-0.8409507837947335,3.6808202681902147,-0.2111128492243231,0.464604707556435
REG,Regency Centers,Real Estate,-0.8917493061648545,-0.2682876391107113,-0.3076294703265815,-0.40542785146631116
REGN,Regeneron,Health Care,0.018006049009127265,0.5976951935860761,0.056876212200012495,-1.06924501839563
RF,Regions Financial Corporation,Financials,0.7661297420963604,-0.38574297926923096,-0.28525250520459905,-0.778579513349656
RJF,Raymond James,Financials,3.1120978660983023,-0.32173559835235466,-0.271645174383136,-0.6744898392453545
RL,Ralph Lauren Corporation,Consumer Discretionary,-0.4992152696684663,0.4649352645873302,-0.31538629120317174,-0.8964168802601861
RMD,ResMed,Health Care,1.72206557215227,-0.2419981665010705,-0.23264320692765253,-0.44077906153947016
ROK,Rockwell Automation,Industrials,-0.4853611272038878,-0.475004028916749,-0.2555451581328471,-0.08137509246235383
ROL,"Rollins, Inc.",Industrials,0.10113090379659752,0.11545849972870378,-0.2715149427779647,-0.7903632500407091
ROP,Roper Technologies,Information Technology,-0.28216703772340485,-0.056573297078374295,-0.15981132155376548,-0.2188520205246388
ROST,Ross Stores,Consumer Discretionary,-0.4715069847393097,-0.01361547271081487,-0.18823319655446552,-0.7844713816951825
RSG,Republic Services,Industrials,-1.3858803874014838,0.5509943342254617,-0.14428001335992996,1.0616473665697865
RVTY,Revvity,Health Care,-0.39300017744003213,-0.781261900178837,-0.302832715864102,-0.9887228176734345
SBAC,SBA Communications,Real Estate,-0.6793191217079854,-0.8944678996463844,-0.2668670766031434,-0.5252291744920167
SBUX,Starbucks,Consumer Discretionary,-1.1226516805744944,-0.6574238559787109,-0.0003856369838768202,0.0011110643750171243
SCHW,Charles Schwab Corporation,Financials,2.4193907428693824,-0.9122654274303575,0.022825552599100286,-0.6666340147846526
SHW,Sherwin-Williams,Materials,-0.39300017744003213,0.4178225152340265,-0.04428778818075114,1.6744016745045425
SJM,J.M. Smucker Company (The),Consumer Staples,-0.5223055071094302,-1.0422886932014004,-0.31016856552790656,1.3955199061496217
SLB,Schlumberger,Energy,-0.36529189251087507,-0.806209516180476,-0.16218680972339306,0.45085701475020645
SNA,Snap-on,Industrials,0.4243942279700935,-0.12604984127039232,-0.3038566555268199,0.6315409773463524
SNPS,Synopsys,Information Technology,-1.173450202944615,0.5639077253247763,-0.10362099956780357,-0.4800581838429802
SO,Southern Company,Utilities,0.27661670834792385,-0.1888002954801608,-0.035388165723218325,1.7470680507660359
SPG,Simon Property Group,Real Estate,-0.25445875279424784,0.20581819344105687,-0.15288461612804358,-0.3838243341993807
SPGI,S&P Global,Financials,0.05495042891466969,0.3968395737671015,0.1788341330264685,-1.1360195263115969
SRE,Sempra,Utilities,-0.8409507837947335,-0.42401085383063675,-0.18072671605062107,0.9968368147689951
STLD,Steel Dynamics,Materials,0.6275883174505769,-0.09270684222872165,-0.2947352649567068,0.9379181313137304
STT,State Street Corporation,Financials,1.3018232507267251,-0.3499505872414744,-0.2683226728788793,-0.8198225917683415
STX,Seagate Technology,Information Technology,-0.6654649792434072,1.0854510048723431,-0.282467234567934,-0.8237505039986925
STZ,Constellation Brands,Consumer Staples,-0.7024093591489496,-0.44477253213825413,-0.20344199515606745,0.7199190025292497
SWK,Stanley Black & Decker,Industrials,0.5075190827575637,0.06316796479838074,-0.30054508616079345,-0.15404146872384733
SWKS,Skyworks Solutions,Information Technology,0.2350542809541887,-0.17232948649617225,-0.3015903143779767,1.1853766018258431
SYF,Synchrony Financial,Financials,0.2535264709069599,0.4331401597262259,-0.2890324523774221,-1.1104880968143154
SYK,Stryker Corporation,Health Care,1.9991484214438378,0.27897164096919175,0.10389615789866329,-0.3524010363565727
SYY,Sysco,Consumer Staples,-1.0302907308106384,-0.5008199250438699,-0.2286674616389961,-0.07155531188647636
T,AT&T,Communication Services,0.008769954032741455,-0.43713497808470203,0.15023384342435245,-0.4957698327643842
TAP,Molson Coors Beverage Company,Consumer Staples,-0.5500137920385872,-0.38431834094471534,-0.3145231622081743,0.28784865719064
TDG,TransDigm Group,Industrials,1.0616847813406998,1.575088890651079,-0.10353814823792343,1.2226917680141776
TEL,TE Connectivity,Information Technology,-0.9933463509050959,0.05629091832760463,-0.2071978870190079,0.005038976605368039
TER,Teradyne,Information Technology,-0.7716800714718414,0.5032600830401073,-0.28349259215168027,0.26035327157818305
TFX,Teleflex,Health Care,0.9092892142303374,-0.580395754001692,-0.31494368929256356,-0.18742872268183078
TGT,Target Corporation,Consumer Staples,-0.850186878771119,-0.5249832770058072,-0.12528504320827602,-0.7569759960827256
TJX,TJX Companies,Consumer Discretionary,-0.8594229737475048,0.3132611801831781,0.08192010583515107,-0.7648318205434276
TMO,Thermo Fisher Scientific,Health Care,-0.10668123317207852,-0.3483318253404055,0.40222442621932597,-0.8532098457263251
TMUS,T-Mobile US,Communication Services,0.17040161611948967,0.21551639668933276,0.4201532118731686,-0.31312191405306267
TPR,"Tapestry, Inc.",Consumer Discretionary,-0.7024093591489496,-0.4491949389137798,-0.3194803424270974,-0.919984353642292
TRGP,Targa Resources,Energy,-1.1365058230390725,1.3704636485505117,-0.2444932631478551,1.6586900255831385
TRMB,Trimble Inc.,Information Technology,-0.6793191217079854,-0.3332733459123284,-0.30574331953421857,-0.39757202700560923
TROW,T. Rowe Price,Financials,-0.5223055071094302,-0.5977397082806771,-0.2743131161670038,-0.6666340147846526
TRV,Travelers Companies (The),Financials,1.532725625136365,-0.15828535461816895,-0.1740888980526087,-0.9376599586788715
TSCO,Tractor Supply,Consumer Discretionary,-1.0302907308106384,-0.19388331752259708,-0.25558297155349685,-0.46238257880640066
TSLA,"Tesla, Inc.",Consumer Discretionary,0.5306093201985277,1.1952803811408172,1.9872583766255725,-0.4859500521885067
TSN,Tyson Foods,Consumer Staples,1.2972052032385324,-0.5272803004321445,-0.2807857578796516,1.6174469471644528
TT,Trane Technologies,Industrials,-0.7347356915662989,1.422294966300513,-0.07990025325108772,-0.27384279174955284
TXN,Texas Instruments,Information Technology,0.10574895128479023,0.009499432034759971,0.23926033452743226,0.38801041906459044
TXT,Textron,Industrials,-0.04202856833737907,-0.01758087759436268,-0.29810518292449445,1.0086205514600481
UAL,United Airlines Holdings,Industrials,-0.7670620239836486,-0.22098805226284418,-0.2958800568908331,0.9811251658475911
UDR,"UDR, Inc.",Real Estate,-0.18980608795954879,-0.2745486052381653,-0.29479445575750113,-0.40542785146631116
UHS,Universal Health Services,Health Care,0.8769628818129876,0.6409544152018717,-0.3011261113781058,-0.40935576369666216
ULTA,Ulta Beauty,Consumer Discretionary,-1.1180336330863012,-0.9946263729866618,-0.29139920931176133,-0.3347254313199932
UNH,UnitedHealth Group,Health Care,-0.5130694121330448,-0.3019661790362378,1.363140150837428,-1.1301276579660704
UNP,Union Pacific Corporation,Industrials,-0.5084513646448521,-0.13190170869152085,0.14475397014067837,0.29766843776651747
UPS,United Parcel Service,Industrials,-0.5592498870149726,-1.0207992759859807,0.003262874502344772,-0.31704982628341377
URI,United Rentals,Industrials,-0.5915762194323223,1.3683010341220398,-0.18761683845584312,-0.09119487303823129
USB,U.S. Bank,Financials,2.913521824106012,-0.44402867599216733,-0.12743830926740707,-0.7923272061558846
V,Visa Inc.,Financials,-0.023556378384607862,0.04384882200788526,1.471223237374536,-0.7805434694648316
VLO,Valero Energy,Energy,-0.7901522614246126,-0.1520686705148546,-0.21171353452531408,2.821352045767034
VMC,Vulcan Materials Company,Materials,1.084775018781664,0.150164779021271,-0.24749394592627255,1.4996095802539229
VRSK,Verisk,Industrials,-0.7947703089128053,0.40948706726772216,-0.22822282002760466,-1.1261997457357193
VRSN,Verisign,Information Technology,-0.42070846236918874,-0.7056777598416525,-0.29415380548051806,-0.20510432771841025
VRTX,Vertex Pharmaceuticals,Health Care,-0.06050075829015029,0.7565907568865957,0.05435048361849774,-0.9887228176734345
VTR,Ventas,Real Estate,-0.5269235545976233,0.10844473678217711,-0.26561218030480066,-0.4643465349215762
VZ,Verizon,Communication Services,-0.6054303618969009,-0.4736005807152817,0.24464909240321397,-0.40149993923596017
WAB,Wabtec,Industrials,-0.33296556009352535,0.6962160324634435,-0.2534886791657219,-0.08333904857752929
WAT,Waters Corporation,Health Care,-0.7439717865426848,-0.5432076669771697,-0.2887527238641975,-0.8708854507629046
WBA,Walgreens Boots Alliance,Consumer Staples,-0.7024093591489496,-1.881944481566809,-0.3263642437449305,-0.7844713816951825
WDC,Western Digital,Information Technology,-0.30063922767617607,1.3863202661168295,-0.27878756829716805,-0.845354021265623
WEC,WEC Energy Group,Utilities,-0.7254995965899136,-0.5684375917812058,-0.25386374066168427,1.48782584356287
WELL,Welltower,Real Estate,-0.55463183952678,0.8787941645450618,-0.09868273921856521,-0.3033021334771852
WFC,Wells Fargo,Financials,5.878308311525789,0.16205314444902405,0.24459724452523943,-0.7334085227006196
WM,Waste Management,Industrials,-1.5613661919528101,0.07530640173470463,-0.08290103472470435,0.4528209708653819
WMB,Williams Companies,Energy,-1.727615901527751,0.20558449054933078,-0.17319195608236868,0.5765502061214385
WMT,Walmart,Consumer Staples,0.16116552114310387,0.5428127817220876,1.678334296994735,0.014858757181245675
WRB,W. R. Berkley Corporation,Financials,2.405536600404804,-0.13169203264167828,-0.2796637776958982,-0.7491201716220236
WTW,Willis Towers Watson,Financials,1.8744611392626322,-0.20702725277339334,-0.2559136596879033,-1.1222718335053683
WY,Weyerhaeuser,Real Estate,-1.5013315746063036,-0.5684176149986941,-0.27379763772131366,0.64136075792223
WYNN,Wynn Resorts,Consumer Discretionary,1.7913362844751621,-0.7282972051690995,-0.32296488828906444,-0.47416631549745364
XEL,Xcel Energy,Utilities,-1.0210546358342525,-0.7712686290547439,-0.23585844648942939,1.3582047399612869
XOM,ExxonMobil,Energy,0.8215463119546744,-0.3564454476615108,1.2782714384483909,3.4026830558589816
XYL,Xylem Inc.,Industrials,-0.6977913116607565,-0.1176864689198139,-0.2475960296606349,-0.29741026513165886
YUM,Yum! Brands,Consumer Discretionary,-1.191922392897386,-0.4357184964594654,-0.22994269572805198,-0.24634740613709574
ZBH,Zimmer Biomet,Health Care,0.5490815101512989,-0.7121146185136278,-0.28198123308840195,-0.4289953248484172
ZTS,Zoetis,Health Care,0.9323794516713017,-0.1038055146046864,-0.0666296178118219,-0.4996977449947351
